SKILLCOSTS: 1 0  => 0x0
SKILLANIMSTARTFRAME: 5  => 0x209
SKILLANIM: "songStart"  => 0x20a
SKILLANIM: "attack"  => 0x20b
SKILLSTATUSSITUATIONUNITCONDITION: "unitattr req MALE"  => 0x20c
SKILLSTATUSSITUATIONSTATUSCONDITION: "statuscond feared"  => 0x20d
SKILLSTATUSDURATION: "Stack Absolute" 300  => 0x20e
SKILLSTATUSCONDITION: "friend only"  => 0x20f
SKILLSTATUS: "change initiative" 100 -10  => 0x210
SKILLSTATUS: "bleeding" 60 1  => 0x211
SKILLMETER: "Bounce2" 0 0  => 0x212
SKILLJOBPOINTCOST: 28  => 0x213
SKILLFXSWING: "valens_WideSwing"  => 0x214
SKILLEFFECTRANGE: 1 "SourceCone"  => 0x215
SKILLEFFECTCONDITION: "friend only"  => 0x216
SKILLDISPLAYNAMEID: 4357  => 0x217
SKILLDISPLAYNAMEID: 4023  => 0x218
SKILLDISPLAYNAMEID: 3608  => 0x219
SKILLDISPLAYNAMEID: 1135  => 0x21a
SKILLDESCRIPTIONID: 7943  => 0x21b
SKILLDESCRIPTIONID: 7942  => 0x21c
SKILLDESCRIPTIONID: 7941  => 0x21d
SKILLDESCRIPTIONID: 6998  => 0x21e
SKILLCOMBATMODS: 15 0.6  => 0x21f
SKILLCOMBATMODS: 0 0.75  => 0x220
SKILLATTRIBUTE: "spearanim"  => 0x221
SKILLANIMTIME: "actSwing" 1  => 0x222
SKILLANIMTIME: "actBite" 1  => 0x223
SKILLANIM: "actPincher"  => 0x224
SKILLSTATUSTARGET: "Reverse Target Area Unit" 3 "Diamond"  => 0x225
SKILLSTATUSTARGET2: "Target Unit" 0 "Self"  => 0x226
SKILLSTATUSSITUATIONUNITCONDITION: "enemy only"  => 0x227
SKILLSTATUSCONDITION2: "friend only not self"  => 0x228
SKILLSTATUS: "root" 100 1  => 0x229
SKILLSTATUS: "immunity status" 100 0  => 0x22a
SKILLSTATUS: "blind" 100 1  => 0x22b
SKILLSOUND: "025.025"  => 0x22c
SKILLRANGE: 3 "Square"  => 0x22d
SKILLRANGE: 0 "Square"  => 0x22e
SKILLPROXY: "AffinityWaterGreater" "affinity4"  => 0x22f
SKILLPROXY: "AffinityEarthGreater" "affinity4"  => 0x230
SKILLPROXY: "AffinityAirGreater" "affinity4"  => 0x231
SKILLPROJECTILEATTR: "return"  => 0x232
SKILLPROJECTILE: "weapon1" "yaxis" 6  => 0x233
SKILLMOVEANIM: "songEnd"  => 0x234
SKILLJOBPOINTCOST: 42  => 0x235
SKILLJOBPOINTCOST: -2  => 0x236
SKILLFXSWING: "wolfGreater_Snarl"  => 0x237
SKILLFXSWING: "template_affinityWaterSwordLarge"  => 0x238
SKILLFXSWING: "template_affinityWater3SwordLarge"  => 0x239
SKILLFXSWING: "template_affinityWater2SwordLarge"  => 0x23a
SKILLFXSWING: "template_affinityFireSwordLarge"  => 0x23b
SKILLFXSWING: "template_affinityFire3SwordLarge"  => 0x23c
SKILLFXSWING: "template_affinityFire2SwordLarge"  => 0x23d
SKILLFXSWING: "template_affinityEarthSwordLarge"  => 0x23e
SKILLFXSWING: "template_affinityEarth3SwordLarge"  => 0x23f
SKILLFXSWING: "template_affinityEarth2SwordLarge"  => 0x240
SKILLFXSWING: "template_affinityAirSwordLarge"  => 0x241
SKILLFXSWING: "template_affinityAir3SwordLarge"  => 0x242
SKILLFXSWING: "template_affinityAir2SwordLarge"  => 0x243
SKILLFXSWING: "minotaur_Maze"  => 0x244
SKILLFXSWING: "cat_Growl"  => 0x245
SKILLEFFECTRANGE: 3 "Square"  => 0x246
SKILLEFFECT: "Change HP Relative" 100 0.1  => 0x247
SKILLDISPLAYNAMEID: 4034  => 0x248
SKILLDISPLAYNAMEID: 4021  => 0x249
SKILLDESCRIPTIONID: 6634  => 0x24a
SKILLCOMBATMODS: -5 1.1  => 0x24b
SKILLANIMTIME: "attackCombo" 1  => 0x24c
SKILLANIMTIME: "actSwingTR" 0.35  => 0x24d
SKILLANIMTIME: "actSwingTL" 0.55  => 0x24e
SKILLANIMTIME: "actSwingL" 0.55  => 0x24f
SKILLANIMTIME: "actDualSwing" 0.6  => 0x250
SKILLANIMTIME: "actClaw" 1  => 0x251
SKILLANIMSPEED: "actCast2" 1  => 0x252
SKILLANIM: "wink"  => 0x253
SKILLANIM: "flirt"  => 0x254
SKILLANIM: "actSwingTR"  => 0x255
SKILLANIM: "actGrowl"  => 0x256
SKILLANIM: "Snarl"  => 0x257
SKILLAFFCOST: 0  => 0x258
SKILLUSECLASS: "cyclops"  => 0x259
SKILLTARGETCONDITION: "self only"  => 0x25a
SKILLSUBSKILL: "Legionnaire RiposteSub"  => 0x25b
SKILLSTATUSTARGET: "Target Area Grid" 1 "Square"  => 0x25c
SKILLSTATUSSITUATIONUNITCONDITION: "class: Cat"  => 0x25d
SKILLSTATUSSITUATIONSKILLCONDITION: "skillattr req spell"  => 0x25e
SKILLSTATUSINTERVAL: "Stack Absolute" 5  => 0x25f
SKILLSTATUSDURATION: "Stack Source Mult" 4  => 0x260
SKILLSTATUSDURATION: "Stack Absolute" 50  => 0x261
SKILLSTATUSDURATION: "Lapse with order" 0  => 0x262
SKILLSTATUSDURATION2: "Stack Target Mult" 5  => 0x263
SKILLSTATUSCONDITION: "class: Cat"  => 0x264
SKILLSTATUS: "combatdefend damagemult" 100 0.1  => 0x265
SKILLSTATUS: "change initiative percent" 100 10  => 0x266
SKILLSTATUS: "change defense" 100 10  => 0x267
SKILLSTATUS: "ambush" 100 0  => 0x268
SKILLSOUND: "044.044"  => 0x269
SKILLSOUND: "022.022"  => 0x26a
SKILLSOUND: "021.021"  => 0x26b
SKILLMOVERANGECONDITION: "empty square"  => 0x26c
SKILLMETER: "Precision1" 1.75 0.349999994039536  => 0x26d
SKILLMETER: "Precision1" 1.75 0.2  => 0x26e
SKILLMETER: "Loop2" 1.75 0.3  => 0x26f
SKILLMETER: "Breakout" 0 0  => 0x270
SKILLMETER: "Bounce1" 1.75 0.2  => 0x271
SKILLJOBPOINTCOST: 16  => 0x272
SKILLFXSWING: "template_dazeCast"  => 0x273
SKILLFXSWING: "secutor_SandToss"  => 0x274
SKILLFXPROJECTILE: "template_generic2Projectile"  => 0x275
SKILLFXPROJECTILE: "template_affinityWater3Projectile"  => 0x276
SKILLFXPROJECTILE: "template_affinityWater2Projectile"  => 0x277
SKILLFXPROJECTILE: "template_affinityEarth3Projectile"  => 0x278
SKILLFXPROJECTILE: "template_affinityAir3Projectile"  => 0x279
SKILLFX: "wolfGreater_pullDown"  => 0x27a
SKILLFX: "samnite_Bulldoze"  => 0x27b
SKILLFX: "channeler_fireStorm"  => 0x27c
SKILLEFFECTRANGE: 2 "SourceCone"  => 0x27d
SKILLEFFECTFX: "secutor_SandTossHit"  => 0x27e
SKILLEFFECTCONDITION: "any square"  => 0x27f
SKILLEFFECT: "Retreat" 100 0  => 0x280
SKILLEFFECT: "Remove Status" 100 1  => 0x281
SKILLEFFECT: "Change Crowd Source" 100 20  => 0x282
SKILLEFFECT: "Avoid" 100 0  => 0x283
SKILLDISPLAYNAMEID: 7621  => 0x284
SKILLDISPLAYNAMEID: 4291  => 0x285
SKILLDISPLAYNAMEID: 4290  => 0x286
SKILLDISPLAYNAMEID: 4289  => 0x287
SKILLDISPLAYNAMEID: 4288  => 0x288
SKILLDISPLAYNAMEID: 4287  => 0x289
SKILLDISPLAYNAMEID: 4286  => 0x28a
SKILLDISPLAYNAMEID: 4285  => 0x28b
SKILLDISPLAYNAMEID: 4284  => 0x28c
SKILLDISPLAYNAMEID: 4282  => 0x28d
SKILLDISPLAYNAMEID: 4281  => 0x28e
SKILLDISPLAYNAMEID: 4280  => 0x28f
SKILLDISPLAYNAMEID: 4279  => 0x290
SKILLDISPLAYNAMEID: 4278  => 0x291
SKILLDISPLAYNAMEID: 4276  => 0x292
SKILLDISPLAYNAMEID: 4156  => 0x293
SKILLDISPLAYNAMEID: 4155  => 0x294
SKILLDISPLAYNAMEID: 4154  => 0x295
SKILLDISPLAYNAMEID: 4153  => 0x296
SKILLDISPLAYNAMEID: 4085  => 0x297
SKILLDISPLAYNAMEID: 1631  => 0x298
SKILLDISPLAYNAMEID: 1625  => 0x299
SKILLDISPLAYNAMEID: 1608  => 0x29a
SKILLDESCRIPTIONID: 7945  => 0x29b
SKILLDESCRIPTIONID: 6749  => 0x29c
SKILLDESCRIPTIONID: 6630  => 0x29d
SKILLDESCRIPTIONID: 6557  => 0x29e
SKILLDESCRIPTIONID: 6555  => 0x29f
SKILLCOMBATMODS: 5 1.2  => 0x2a0
SKILLCOMBATMODS: 5 1  => 0x2a1
SKILLCOMBATMODS: 1 1.2  => 0x2a2
SKILLCOMBATMODS: -5 2  => 0x2a3
SKILLCOMBATMODS: -5 0.8  => 0x2a4
SKILLCOMBATMODS: -10 0.5  => 0x2a5
SKILLATTRIBUTE: "translateanim"  => 0x2a6
SKILLATTRIBUTE: "teleport"  => 0x2a7
SKILLANIMTIME: "shieldSmash" 0.55  => 0x2a8
SKILLANIMTIME: "kickingAttack" 0.6  => 0x2a9
SKILLANIMTIME: "fierceAttackStrikeOne" 0.6  => 0x2aa
SKILLANIMTIME: "actSwingR" 1  => 0x2ab
SKILLANIMTIME: "actSwingR" 0.35  => 0x2ac
SKILLANIMTIME: "actBiteCombo" 1  => 0x2ad
SKILLANIMSTARTFRAME: 15  => 0x2ae
SKILLANIMSPEED: "affinityPower" 1  => 0x2af
SKILLANIMSPEED: "actPincher" 1  => 0x2b0
SKILLANIMSPEED: "actPaw" 1  => 0x2b1
SKILLANIM: "wiseGuy"  => 0x2b2
SKILLANIM: "actSwingU"  => 0x2b3
SKILLANIM: "actSummon"  => 0x2b4
SKILLANIM: "actHowl"  => 0x2b5
SKILLANIM: "actClaw"  => 0x2b6
SKILLUSECLASS: "Boss"  => 0x2b7
SKILLSUBSKILL: "Yeti ComboChain I"  => 0x2b8
SKILLSUBSKILL: "Wolf ComboChain I"  => 0x2b9
SKILLSUBSKILL: "Valens ComboChain I"  => 0x2ba
SKILLSUBSKILL: "Ursula ComboChain I"  => 0x2bb
SKILLSUBSKILL: "Urlan ComboChain I"  => 0x2bc
SKILLSUBSKILL: "UndeadMelee ComboChain I"  => 0x2bd
SKILLSUBSKILL: "UndeadCaster ComboChain I"  => 0x2be
SKILLSUBSKILL: "Summoner ComboChain I"  => 0x2bf
SKILLSUBSKILL: "Secutor WiseguySub"  => 0x2c0
SKILLSUBSKILL: "Secutor ComboChain I"  => 0x2c1
SKILLSUBSKILL: "Scorpion ComboChain I"  => 0x2c2
SKILLSUBSKILL: "Scarab ComboChain I"  => 0x2c3
SKILLSUBSKILL: "Satyr ComboChain I"  => 0x2c4
SKILLSUBSKILL: "Samnite ComboChain I"  => 0x2c5
SKILLSUBSKILL: "Peltast ComboChain I"  => 0x2c6
SKILLSUBSKILL: "Ogre ComboChain I"  => 0x2c7
SKILLSUBSKILL: "Mutuus ComboChain I"  => 0x2c8
SKILLSUBSKILL: "Murmillo ComboChain I"  => 0x2c9
SKILLSUBSKILL: "MongrelShaman ComboChain I"  => 0x2ca
SKILLSUBSKILL: "Mongrel ComboChain I"  => 0x2cb
SKILLSUBSKILL: "Minotaur ComboChain I"  => 0x2cc
SKILLSUBSKILL: "Ludo ComboChain I"  => 0x2cd
SKILLSUBSKILL: "Legionnaire ComboChain I"  => 0x2ce
SKILLSUBSKILL: "Gwazi ComboChain I"  => 0x2cf
SKILLSUBSKILL: "Gungnir ComboChain I"  => 0x2d0
SKILLSUBSKILL: "Eiji ComboChain I"  => 0x2d1
SKILLSUBSKILL: "Dervish ComboChain I"  => 0x2d2
SKILLSUBSKILL: "DarkWolf ComboChain I"  => 0x2d3
SKILLSUBSKILL: "DarkLegionnaire ComboChain I"  => 0x2d4
SKILLSUBSKILL: "DarkCat ComboChain I"  => 0x2d5
SKILLSUBSKILL: "Cyclops ComboChain I"  => 0x2d6
SKILLSUBSKILL: "Channeler ComboChain I"  => 0x2d7
SKILLSUBSKILL: "Centurion ComboChain I"  => 0x2d8
SKILLSUBSKILL: "Cat ComboChain I"  => 0x2d9
SKILLSUBSKILL: "Berserker ComboChain I"  => 0x2da
SKILLSUBSKILL: "Bear ComboChain I"  => 0x2db
SKILLSUBSKILL: "Barbarian ComboChain I"  => 0x2dc
SKILLSUBSKILL: "Bandit ComboChain I"  => 0x2dd
SKILLSUBSKILL: "Archer ComboChain I"  => 0x2de
SKILLSUBSKILL: "Amazon ComboChain I"  => 0x2df
SKILLSTATUSTARGET: "Target Global" 0 "Square"  => 0x2e0
SKILLSTATUSTARGET: "Target Area Caster" 1 "Square"  => 0x2e1
SKILLSTATUSTARGET: "Reverse Target Area Unit" 32 "Square"  => 0x2e2
SKILLSTATUSTARGET: "Reverse Target Area Unit" 3 "Square"  => 0x2e3
SKILLSTATUSSITUATIONSTATUSCONDITION: "statuscond poison"  => 0x2e4
SKILLSTATUSSITUATIONSTATUSCONDITION2: "statuscond petrified"  => 0x2e5
SKILLSTATUSDURATION: "Stack Target Mult" 2.5  => 0x2e6
SKILLSTATUSDURATION: "Lapse on Failed Condition" 1  => 0x2e7
SKILLSTATUS: "stun" 100 1  => 0x2e8
SKILLSTATUS: "petrification" 50 1  => 0x2e9
SKILLSTATUS: "confusion" 100 1  => 0x2ea
SKILLSTATUS: "combatdefend damagemult" 100 0.3  => 0x2eb
SKILLSTATUS: "combatdefend damagemult" 100 0.2  => 0x2ec
SKILLSTATUS: "combatattack damagemult" 100 1.2  => 0x2ed
SKILLSTATUS: "combatattack damagemult" 100 1.1  => 0x2ee
SKILLSTATUS: "change defense" 100 30  => 0x2ef
SKILLSTATUS: "change defense" 100 3  => 0x2f0
SKILLSTATUS2: "combatdefend damagemult" 100 1.2  => 0x2f1
SKILLSOUND: "038.037"  => 0x2f2
SKILLSOUND: "037.036"  => 0x2f3
SKILLSOUND: "029.029"  => 0x2f4
SKILLSOUND: "028.028"  => 0x2f5
SKILLSOUND: "027.027"  => 0x2f6
SKILLRANGE: 2 "Plus3x3"  => 0x2f7
SKILLRANGE: 1 "Plus3x3"  => 0x2f8
SKILLPROXY: "AffinityFireGreater" "affinity4"  => 0x2f9
SKILLPROJECTILESEQUENCE: "all" "ifevaded" "chainstraight" 1  => 0x2fa
SKILLPROJECTILE: "weapon2" "xaxis" 6  => 0x2fb
SKILLMETER: "None" 1 1  => 0x2fc
SKILLLEVEL: -1  => 0x2fd
SKILLJOBPOINTCOST: 14  => 0x2fe
SKILLFXSWING: "template_affinityWater3SwordSmall"  => 0x2ff
SKILLFXSWING: "template_affinityWater2SwordSmall"  => 0x300
SKILLFXSWING: "template_affinityDark3Sword"  => 0x301
SKILLFXSWING: "galdr_Shriek"  => 0x302
SKILLFXSWING: "galdr_Cry"  => 0x303
SKILLFXSWING: "darkGod_fireBreath2"  => 0x304
SKILLFXSWING: "berserker_Howl"  => 0x305
SKILLFX: "template_AffHitDarkH"  => 0x306
SKILLFX: "berserker_Rage"  => 0x307
SKILLEXCLUDERANGE: 1 "Diamond"  => 0x308
SKILLEFFECTRANGE: 32 "SourceSquare"  => 0x309
SKILLEFFECTRANGE: 3 "SourceSquare"  => 0x30a
SKILLEFFECTRANGE: 2 "Square"  => 0x30b
SKILLEFFECTFX: "wolfGreater_Heal"  => 0x30c
SKILLEFFECTCONDITION: "class: WolfGreater"  => 0x30d
SKILLEFFECTCONDITION: "class: Wolf"  => 0x30e
SKILLEFFECT: "ShiftReturn" 100 0  => 0x30f
SKILLEFFECT: "Random Teleport" 100 3  => 0x310
SKILLEFFECT: "Knockdown" 75 1  => 0x311
SKILLEFFECT: "Group Attack" 100 -5  => 0x312
SKILLEFFECT: "Counterattack" 25 1  => 0x313
SKILLDISPLAYNAMEID: 8210  => 0x314
SKILLDISPLAYNAMEID: 7934  => 0x315
SKILLDISPLAYNAMEID: 6432  => 0x316
SKILLDISPLAYNAMEID: 4834  => 0x317
SKILLDISPLAYNAMEID: 4353  => 0x318
SKILLDISPLAYNAMEID: 4283  => 0x319
SKILLDISPLAYNAMEID: 4277  => 0x31a
SKILLDISPLAYNAMEID: 4228  => 0x31b
SKILLDISPLAYNAMEID: 4005  => 0x31c
SKILLDESCRIPTIONID: 7935  => 0x31d
SKILLDESCRIPTIONID: 6940  => 0x31e
SKILLDESCRIPTIONID: 6826  => 0x31f
SKILLDESCRIPTIONID: 6692  => 0x320
SKILLDESCRIPTIONID: 6552  => 0x321
SKILLDESCRIPTIONID: 4777  => 0x322
SKILLDESCRIPTIONID: 4756  => 0x323
SKILLDESCRIPTIONID: 4746  => 0x324
SKILLDEFENDHANIM: "changeformaway"  => 0x325
SKILLCOSTS: 0.6 20  => 0x326
SKILLCOMBATMODS: -10 0.9  => 0x327
SKILLANIMTIME: "targetLeg" 0.55  => 0x328
SKILLANIMTIME: "tailWhip" 1  => 0x329
SKILLANIMTIME: "overwhelmStrikeOne" 1  => 0x32a
SKILLANIMTIME: "comboThrow" 1  => 0x32b
SKILLANIMTIME: "comboThrow" 0.75  => 0x32c
SKILLANIMTIME: "actSwingU" 0.75  => 0x32d
SKILLANIMTIME: "actSwingT" 0.6  => 0x32e
SKILLANIMTIME: "actSwingL" 1  => 0x32f
SKILLANIMTIME: "actShoot" 0.75  => 0x330
SKILLANIMTIME: "actPunch" 0.55  => 0x331
SKILLANIMTIME: "actKick" 0.55  => 0x332
SKILLANIMTIME: "actClaw" 0.6  => 0x333
SKILLANIMTIME: "actAxeSwingR" 1  => 0x334
SKILLANIMSTARTFRAME: 82  => 0x335
SKILLANIMSTARTFRAME: 55  => 0x336
SKILLANIMSTARTFRAME: 18  => 0x337
SKILLANIMSPEED: "rakingAttack" 1  => 0x338
SKILLANIMSPEED: "idlePassive" 1  => 0x339
SKILLANIMSPEED: "covetLife" 1  => 0x33a
SKILLANIM: "wideSwing"  => 0x33b
SKILLANIM: "threateningGlare"  => 0x33c
SKILLANIM: "targetLeg"  => 0x33d
SKILLANIM: "shriek"  => 0x33e
SKILLANIM: "sandToss"  => 0x33f
SKILLANIM: "reactVictory"  => 0x340
SKILLANIM: "invigoratingSpirits"  => 0x341
SKILLANIM: "cry"  => 0x342
SKILLANIM: "cover"  => 0x343
SKILLANIM: "changeFormInto"  => 0x344
SKILLANIM: "bulldoze"  => 0x345
SKILLANIM: "affinityPower"  => 0x346
SKILLANIM: "actSwingL"  => 0x347
SKILLWEAPONREQ: "spear"  => 0x348
SKILLUSECLASS: "Citizen"  => 0x349
SKILLUSABILITYCONDITION: ","  => 0x34a
SKILLTARGETCONDITION: "unitattr ign beast"  => 0x34b
SKILLSUMMONDATA: "Undead Melee_Summoned" "default" 0  => 0x34c
SKILLSTATUSTARGET: "Target Area Caster" 1 "SourceSquare"  => 0x34d
SKILLSTATUSTARGET2: "Reverse Target Area Unit" 3 "Square"  => 0x34e
SKILLSTATUSSITUATIONUNITCONDITION: "target has shield"  => 0x34f
SKILLSTATUSSITUATIONUNITCONDITION: "class: Wolf"  => 0x350
SKILLSTATUSSITUATIONSTATUSCONDITION2: "statuscond stunned"  => 0x351
SKILLSTATUSSITUATIONSTATUSCONDITION2: "statuscond frozen"  => 0x352
SKILLSTATUSSITUATIONAFFINITYCONDITION: "affinity req air"  => 0x353
SKILLSTATUSSITUATIONAFFINITYCONDITION2: "affinity req fire"  => 0x354
SKILLSTATUSINTERVAL: "Turns Target" 1  => 0x355
SKILLSTATUSDURATION: "Turns Target" 3  => 0x356
SKILLSTATUSDURATION: "Stack Absolute" 20  => 0x357
SKILLSTATUSCONDITION: "targetstatus req wounded"  => 0x358
SKILLSTATUSCONDITION: "targetstatus req shifted"  => 0x359
SKILLSTATUSCONDITION: "class: Wolf"  => 0x35a
SKILLSTATUSCONDITION: "all units not self"  => 0x35b
SKILLSTATUSCHANCE: 80  => 0x35c
SKILLSTATUS: "stun" 100 0  => 0x35d
SKILLSTATUS: "skill meta range add" 100 1  => 0x35e
SKILLSTATUS: "shieldmelt" 100 1  => 0x35f
SKILLSTATUS: "immunity counters" 100 1  => 0x360
SKILLSTATUS: "immortal" 100 1  => 0x361
SKILLSTATUS: "combatattack face back mult" 100 2  => 0x362
SKILLSTATUS: "combatattack critmult" 100 2  => 0x363
SKILLSTATUS: "change off affinity charge rate" 100 -999  => 0x364
SKILLSTATUS: "change moverate" 100 50  => 0x365
SKILLSTATUS: "change initiative" 100 20  => 0x366
SKILLSTATUS: "berserk" 100 0  => 0x367
SKILLSOUND: "045.045"  => 0x368
SKILLSOUND: "036.038"  => 0x369
SKILLSOUND: "036.035"  => 0x36a
SKILLSOUND: "036.000"  => 0x36b
SKILLRANGE: 4 "Star"  => 0x36c
SKILLPROXY: "affinityFireGreater" "affinity4"  => 0x36d
SKILLPROJECTILESEQUENCE: "none" "ifevaded" "chainstraight" 1  => 0x36e
SKILLPROJECTILEROTATION: 0 0 1 15  => 0x36f
SKILLPROJECTILEATTR: "multifire"  => 0x370
SKILLPROJECTILE: "shield" "yaxis" 6  => 0x371
SKILLMULTIHITDATA: "AB"  => 0x372
SKILLMOVEANIM: "pulldownEnd"  => 0x373
SKILLMETER: "FastButton1" 1 0.3  => 0x374
SKILLLOWANIM: "actBiteLow"  => 0x375
SKILLLOOPANIM: "pulldownLoop"  => 0x376
SKILLLOOPANIM: "cover"  => 0x377
SKILLFXSWING: "wolf_Heal"  => 0x378
SKILLFXSWING: "template_swingFXSpear"  => 0x379
SKILLFXSWING: "template_affinityWaterSwordSmall"  => 0x37a
SKILLFXSWING: "template_affinityFireSwordSmall"  => 0x37b
SKILLFXSWING: "template_affinityFire3SwordSmall"  => 0x37c
SKILLFXSWING: "template_affinityFire2SwordSmall"  => 0x37d
SKILLFXSWING: "template_affinityEarthSwordSmall"  => 0x37e
SKILLFXSWING: "template_affinityEarth3SwordSmall"  => 0x37f
SKILLFXSWING: "template_affinityEarth2SwordSmall"  => 0x380
SKILLFXSWING: "template_affinityDark3Beast"  => 0x381
SKILLFXSWING: "template_affinityDark2Sword"  => 0x382
SKILLFXSWING: "template_affinityAirSwordSmall"  => 0x383
SKILLFXSWING: "template_affinityAir3SwordSmall"  => 0x384
SKILLFXSWING: "template_affinityAir2SwordSmall"  => 0x385
SKILLFXSWING: "scarab_stinkBug"  => 0x386
SKILLFXSWING: "satyr_flammableBreath"  => 0x387
SKILLFXPROJECTILEIMPACT: "javelin_explosion"  => 0x388
SKILLFXPROJECTILE: "template_poisonProjectile"  => 0x389
SKILLFXPROJECTILE: "template_affinityFire3Projectile"  => 0x38a
SKILLFXPROJECTILE: "template_affinityDark2Projectile"  => 0x38b
SKILLFX: "channeler_freezeEnemyIII"  => 0x38c
SKILLFREE4: "Bear ShiftReturn"  => 0x38d
SKILLFREE4: "Bear Paw I"  => 0x38e
SKILLFREE3: "Bear WintersFat"  => 0x38f
SKILLFREE3: "Bear Bite"  => 0x390
SKILLFREE2: "Bear Turtle I"  => 0x391
SKILLFREE2: "Bear Evade"  => 0x392
SKILLFREE1: "Bear Attack"  => 0x393
SKILLFREE1: "Bear Attack II"  => 0x394
SKILLEXCLUDERANGE: 1 "Plus"  => 0x395
SKILLEFFECTRANGE: 2 "Square2x2"  => 0x396
SKILLEFFECTRANGE: 2 "SourceDiamond"  => 0x397
SKILLEFFECTFX: "template_hitBluntM"  => 0x398
SKILLEFFECT: "Knockdown" 100 0  => 0x399
SKILLEFFECT: "Change Stack Relative" 100 0.5  => 0x39a
SKILLEFFECT: "Change HP Relative" 100 0.2  => 0x39b
SKILLDISPLAYNAMEID: 8039  => 0x39c
SKILLDISPLAYNAMEID: 7694  => 0x39d
SKILLDISPLAYNAMEID: 6523  => 0x39e
SKILLDISPLAYNAMEID: 5225  => 0x39f
SKILLDISPLAYNAMEID: 5167  => 0x3a0
SKILLDISPLAYNAMEID: 4792  => 0x3a1
SKILLDISPLAYNAMEID: 4791  => 0x3a2
SKILLDISPLAYNAMEID: 4351  => 0x3a3
SKILLDISPLAYNAMEID: 4347  => 0x3a4
SKILLDISPLAYNAMEID: 4230  => 0x3a5
SKILLDISPLAYNAMEID: 4149  => 0x3a6
SKILLDISPLAYNAMEID: 4060  => 0x3a7
SKILLDISPLAYNAMEID: 4051  => 0x3a8
SKILLDISPLAYNAMEID: 4049  => 0x3a9
SKILLDISPLAYNAMEID: 4044  => 0x3aa
SKILLDISPLAYNAMEID: 3931  => 0x3ab
SKILLDISPLAYNAMEID: 1968  => 0x3ac
SKILLDISPLAYNAMEID: 1624  => 0x3ad
SKILLDISPLAYNAMEID: 1611  => 0x3ae
SKILLDISPLAYNAMEID: 1609  => 0x3af
SKILLDISPLAYNAMEID: 1582  => 0x3b0
SKILLDESCRIPTIONID: 8040  => 0x3b1
SKILLDESCRIPTIONID: 7330  => 0x3b2
SKILLDESCRIPTIONID: 6814  => 0x3b3
SKILLDESCRIPTIONID: 6810  => 0x3b4
SKILLDESCRIPTIONID: 6784  => 0x3b5
SKILLDESCRIPTIONID: 6763  => 0x3b6
SKILLDESCRIPTIONID: 6756  => 0x3b7
SKILLDESCRIPTIONID: 6678  => 0x3b8
SKILLDESCRIPTIONID: 6635  => 0x3b9
SKILLDESCRIPTIONID: 6633  => 0x3ba
SKILLDESCRIPTIONID: 6631  => 0x3bb
SKILLDESCRIPTIONID: 6612  => 0x3bc
SKILLDESCRIPTIONID: 6606  => 0x3bd
SKILLDESCRIPTIONID: 6605  => 0x3be
SKILLDESCRIPTIONID: 6574  => 0x3bf
SKILLDESCRIPTIONID: 6568  => 0x3c0
SKILLDESCRIPTIONID: 4765  => 0x3c1
SKILLDESCRIPTIONID: 4707  => 0x3c2
SKILLDESCRIPTIONID: 4525  => 0x3c3
SKILLDESCRIPTIONID: 4522  => 0x3c4
SKILLDEFENDHANIM: "hitL"  => 0x3c5
SKILLCOSTS: 0.6 30  => 0x3c6
SKILLCOMBATMODS: 5 2  => 0x3c7
SKILLCOMBATMODS: 5 0.8  => 0x3c8
SKILLCOMBATMODS: 10 1.5  => 0x3c9
SKILLCOMBATMODS: 1 1.20000004768372  => 0x3ca
SKILLCOMBATMODS: -5 1.25  => 0x3cb
SKILLCOMBATMODS: -5 1.15  => 0x3cc
SKILLCOMBATMODS: -5 0.7  => 0x3cd
SKILLCOMBATMODS: -5 0.6  => 0x3ce
SKILLATTRIBUTE: "charge"  => 0x3cf
SKILLANIMTIME: "actSwingU" 0.55  => 0x3d0
SKILLANIMTIME: "actSwingStaff" 1  => 0x3d1
SKILLANIMTIME: "actDualSwingCombo" 0.35  => 0x3d2
SKILLANIMTIME: "actCast" 1  => 0x3d3
SKILLANIMSPEED: "rakingAttacks" 1  => 0x3d4
SKILLANIMSPEED: "flammableBreathe" 1  => 0x3d5
SKILLANIMSPEED: "affintityAttack2" 0.4  => 0x3d6
SKILLANIMSPEED: "actswingL" 1  => 0x3d7
SKILLANIMSPEED: "actSwingTR" 1  => 0x3d8
SKILLANIMSPEED: "actShoot" 1  => 0x3d9
SKILLANIMSPEED: "actPThrust" 1  => 0x3da
SKILLANIMSPEED: "actClaw" 0.6  => 0x3db
SKILLANIM: "throwShield_I"  => 0x3dc
SKILLANIM: "targetArm"  => 0x3dd
SKILLANIM: "reactHitWeakF"  => 0x3de
SKILLANIM: "rally"  => 0x3df
SKILLANIM: "rakingAttack"  => 0x3e0
SKILLANIM: "pulldownStart"  => 0x3e1
SKILLANIM: "overhandSmash"  => 0x3e2
SKILLANIM: "lupusCall"  => 0x3e3
SKILLANIM: "joltArrow"  => 0x3e4
SKILLANIM: "impel"  => 0x3e5
SKILLANIM: "dustDevil"  => 0x3e6
SKILLANIM: "actSwingTL"  => 0x3e7
SKILLANIM: "actSwingT"  => 0x3e8
SKILLANIM: "actPaw"  => 0x3e9
